OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,SHAPE_Length,SHAPE_Area
13108,Rustler,Wildfire Daily Fire Perimeter,Mixed Methods,213.68,2021/08/27 14:53:49+00,2021/08/27 14:53:49+00,2021/07/27 08:00:00+00,213.6274577,{46E44C0F-F5A5-4F68-AAC7-4C5FDA156209},FFP,,CERTIFIED,,2021/07/27 18:30:00+00,2021/07/28 20:40:00+00,213.6,50,MTMCC,40000,,,2021/08/27 14:53:46+00,Minimal,,,,Natural,Lightning,,N6VA,,2021/07/25 17:11:00+00,Type 4 Incident,2021/08/18 14:00:00+00,0,100,0,0,PD,1522,NRCC,2021/07/27 21:59:59+00,2021/07/27 00:14:59+00,2021/07/27 21:59:59+00,F,Type 4 IC,Rustler,"20 nm SE of Ekalaka, MT",WF,FI,45.65122,-104.1812,120,2021/07/25 17:15:00+00,{AA68F20C-E66C-43E8-86CA-C173EF2FA10E},,0,1,0,0,0,0,360,100,100,,Carter,MTMCC,30011,FS,MTCGF,,USFS,Federal,,,,,,,NR16,BLM,MTMCD,US-MT,Timber,TU3,Timber (Grass and Understory),,24,2021-MTMCD-000360,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/27 14:53:47+00,2021/07/25 18:18:47+00,{CA236814-7146-4B19-B1BC-8B5B71BDB47D},0.046937966,-9.98E-05
13109,Schneider Springs,Wildfire Daily Fire Perimeter,Mixed Methods,107117.7537,2021/09/07 12:58:06+00,2021/09/27 14:27:18+00,2021/09/10 00:40:00+00,107117.3412,{5995C3BF-C2FC-41CC-B9DA-63625ECD3F9D},2021 NIFS,,ICS209,102046.4574,,,107118,1,WACWC,49800000,,,,Minimal,Smoldering,Creeping,Torching,Natural,,,N7VN,,2021/08/04 19:26:00+00,Type 2 Incident,,0,100,0,0,P6,617,NWCC,2021/09/28 00:59:59+00,2021/09/27 00:14:59+00,2021/09/28 00:59:59+00,U,Type 2 Team,SCHNEIDER SPRINGS,"18 miles Northwest of Naches, WA, 6 miles west of of Nile, WA",WF,FI,46.84197,-121.1536,4000,,{DA445C03-20D0-495B-8523-E3B7284C3F75},,0,1,0,0,0,0,453,49,100,"Nile, WA",Yakima,WACWC,53077,FS,WAOWF,,USFS,Federal,Washington,,,13,36,16,NW05,FS,WAOWF,US-WA,,,Short Grass (1 foot),Timber (Litter and Understory),422,2021-WAOWF-000453,Approved Decision,wildcad,ics209,0,Type 2 Incident,2021/09/11 17:01:52+00,,IRWIN,,2021/09/28 01:00:23+00,2021/08/04 20:14:50+00,{465C5817-5184-49AC-AFC7-0F3570AD49EC},4.461885622,-0.051100666
13110,Crystal Lake,Wildfire Daily Fire Perimeter,Mixed Methods,26.99,2021/09/22 16:26:56+00,2021/09/22 16:26:56+00,2021/07/29 08:00:00+00,26.98829153,{8B1B048D-AD6A-42CD-8EA4-33DF97AFB413},FFP,,CERTIFIED,,2021/07/30 20:22:00+00,2021/08/01 13:50:00+00,27,1,MTLEC,260000,,,2021/09/22 16:26:53+00,Minimal,,,,Natural,Lightning,,N6ZB,,2021/07/26 21:39:00+00,Type 4 Incident,2021/09/20 18:20:59+00,0,100,0,0,PD,1522,NRCC,2021/07/30 22:15:00+00,2021/07/29 20:15:00+00,2021/07/30 22:15:00+00,F,Type 4 IC,Crystal Lake,"19 Miles s. of Lewistown, MT",WF,FI,46.7734,-109.496083,,2021/07/26 21:39:00+00,{F0A00DEE-149C-4477-9869-00E3EC2B953D},,0,1,0,0,0,0,349,100,100,"Lewistown, MT",Fergus,MTLEC,30027,FS,MTHLF,,USFS,Federal,,,,,,,NR11,BLM,MTNCD,US-MT,Timber,TU5,Timber (Litter and Understory),,19,2021-MTNCD-000349,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/22 16:26:53+00,2021/07/26 22:20:55+00,{C4560A07-29E8-403D-AABE-56FA98F156BA},0.017665892,-1.29E-05
13111,Berne rd,Wildfire Daily Fire Perimeter,Mixed Methods,0.27,2021/07/25 23:29:45+00,2021/09/01 23:11:26+00,2021/07/25 08:00:00+00,0.274482782,{BCC07E84-2B7B-4A8C-BE4D-98324286C718},2021 NIFS,,DEFAULT,0.27,2021/07/25 23:40:00+00,2021/07/25 23:41:00+00,0.25,1,MTKIC,,,,,,,,,Human,Other Human Cause,Fireworks (Consumer or Personal Use),,,2021/07/25 06:00:43+00,,2021/07/25 23:42:00+00,,,,,,,NRCC,,,,,,Berne Road,,WF,FI,48.36127,-114.1453,0.24,2021/07/25 23:29:59+00,{F43C698B-3AED-41A7-8049-14143A15D4B9},1,0,0,0,0,0,,696,,,,Flathead,MTKIC,30029,DNRC,,,Private,Private,,,,,,,NR02,DNRC,MTNWS,US-MT,Grass,GR2,,,,2021-MTNWS-000696,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/29 19:38:11+00,2021/07/25 23:47:10+00,{6AE26815-5A62-45EF-94CB-026BC9F1F022},0.002665237,-1.35E-07
13112,Swather,Wildfire Daily Fire Perimeter,Mixed Methods,0.15,2021/07/21 22:44:11+00,2021/08/05 23:27:59+00,2021/07/21 08:00:00+00,0.147891527,{3DC23A49-F5E1-4670-876B-5BDB2F44DC83},2021 NIFS,,CERTIFIED,,2021/07/21 22:20:00+00,2021/07/21 22:43:00+00,0.1,1,SDGPC,,,,2021/08/02 19:32:47+00,,,,,Human,Equipment,,N6H1,,2021/07/21 22:11:00+00,,2021/07/22 21:00:00+00,,,,,PN,1522,RMCC,,,,,,Swather,,WF,FI,44.46894,-103.7393,0.25,,{0C8063AD-005F-4BD7-BFC8-2E0DEB359C41},,0,1,0,0,0,,210603,,,,Lawrence,SDGPC,46081,,,,Private,Private,,,,,,,RM52,DWF,SDSDS,US-SD,,,,,,2021-SDSDS-210603,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/02 19:32:47+00,2021/07/21 22:43:20+00,{300028B6-DE22-4C4E-9720-3C44D9A7AB4E},0.001268851,-6.77E-08
13113,Jensen road,Wildfire Daily Fire Perimeter,Mixed Methods,2.47,2021/07/25 22:15:50+00,2021/08/05 23:26:48+00,2021/07/25 08:00:00+00,2.469384168,{28AEF917-33D6-4A96-A434-0BDA9FD9BB72},2021 NIFS,,DEFAULT,2.47,2021/07/25 22:41:00+00,2021/07/25 23:13:59+00,2.4,2.4,MTKIC,,,,,,,,,Undetermined,Equipment,Mowing,,7011,2021/07/25 21:36:13+00,,2021/07/31 22:27:00+00,,,,,,,NRCC,,,,,,Jensen Road,,WF,FI,48.35307,-114.1455,2.4,2021/07/25 21:43:59+00,{8371953E-09B2-4727-8A21-BF6C4DD13BF0},1,0,0,0,0,0,,701,,,,Flathead,MTKIC,30029,DNRC,,,Private,Private,,,,,,,NR02,DNRC,MTNWS,US-MT,Grass,GR2,,,,2021-MTNWS-000701,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/09/01 14:55:25+00,2021/07/25 22:26:42+00,{60C0F24F-4EBF-49D4-897D-2E4D94529C3A},0.005412754,-1.21E-06
13114,Upper Mirror,Wildfire Daily Fire Perimeter,Mixed Methods,22.86,2021/07/27 00:50:41+00,2021/08/10 19:58:57+00,2021/07/26 08:00:00+00,22.86025271,{F99D9AC8-D8E8-4E43-9715-75FCE244FF94},2021 NIFS,,DEFAULT,,2021/07/27 21:29:00+00,2021/07/28 18:20:00+00,23,1,SDGPC,,,,,,,,,Human,,,N6ZN,,2021/07/26 22:01:00+00,,2021/08/06 15:10:00+00,,,,,PN,1522,RMCC,,,,,,Upper Mirror,,WF,FI,44.56478,-104.0365,,,{22D6CDDB-EB3E-4ABC-B358-5BF85BBF3048},,0,1,0,0,0,,210635,,,,Lawrence,SDGPC,46081,DWF,SDSDS,,State,Other,,,,,,,RM52,DWF,SDSDS,US-SD,,,,,,2021-SDSDS-210635,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/06 15:45:33+00,2021/07/26 23:09:17+00,{09F8E7B8-3744-4B9C-9FCA-EF794413CDD1},0.019615402,-1.05E-05
13115,Trapper Creek,Wildfire Daily Fire Perimeter,GPS-Unknown Travel Method,0.606978895,2021/07/21 14:46:17+00,2021/08/21 22:32:10+00,2021/07/21 08:00:00+00,0.606976485,{8119EE86-9D91-4B09-989D-B8BD95081781},2021 NIFS,,FIREREPORTING,,2021/07/21 05:55:00+00,2021/07/21 21:00:00+00,0.7,0.1,ORBIC,,,,,,,,,Undetermined,,,N6GC,,2021/07/21 02:35:00+00,,2021/07/23 23:40:00+00,,,,,,,NWCC,,,,,,Trapper Creek - 2221,,WF,FI,43.55819,-119.876,,,{96BF719B-9E53-4100-A80F-48D9F64AE5A1},,0,1,0,0,0,,2221,,,,Grant,ORBIC,41023,,,,Private,Private,,,,,,,NW11,DOF,OR952S,US-OR,,,,,,2021-OR952S-002221,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/07/23 23:41:45+00,2021/07/21 03:08:54+00,{1C535404-23DD-4B22-8BE4-2527CB781AF2},0.002860987,-2.76E-07
13116,Windy Pass,Wildfire Daily Fire Perimeter,Infrared Image,88.72928631,2021/08/11 23:50:20+00,2021/08/12 13:37:23+00,2021/08/11 18:40:00+00,88.75633647,{65875C98-143F-425E-8AF5-B7A3D872C2FC},2021 NIFS,,ICS209,154.4128,,,82,1,WACWC,1500000,,,,Minimal,Smoldering,Creeping,Single Tree Torching,Natural,,,N7VH,,2021/08/04 19:46:00+00,Type 4 Incident,,0,100,0,0,P6,617,NWCC,2021/09/04 00:59:59+00,2021/09/03 12:59:59+00,2021/09/04 00:59:59+00,F,Type 4 IC,WINDY PASS,"10 South of Cle Elum, WA, on south aspect of Lookout Mountain.",WF,FI,47.10796,-121.138,100,,{13AFD630-BEBE-41DB-BBE4-A8DC03EEEEFF},,0,1,0,0,0,0,454,100,100,Cle Elum,Kittitas,WACWC,53037,FS,WAOWF,,USFS,Federal,Washington,SW,SE,14,19,19,NW05,FS,WAOWF,US-WA,,,Timber (Litter and Understory),Timber (Grass and Understory),1,2021-WAOWF-000454,Approved Decision,wildcad,ics209,0,Type 1 Incident,2021/08/07 00:34:23+00,,IRWIN,,2021/09/04 01:16:28+00,2021/08/05 01:21:08+00,{67E19490-10DE-41BF-9F4E-FB69A500BF6C},0.036315901,-4.26E-05
13117,Bar X,Wildfire Daily Fire Perimeter,Mixed Methods,0.099166796,2021/07/22 23:37:12+00,2021/08/12 20:51:16+00,2021/07/22 08:00:00+00,0.100515888,{958BCEEF-AEC1-423D-8E3F-413576E5989E},2021 NIFS,,CERTIFIED,,2021/07/22 18:55:00+00,2021/07/23 14:08:00+00,0.1,0.1,UTMFC,,,,2021/08/29 18:20:08+00,,,,,Natural,Lightning,,N6H2,,2021/07/21 21:43:00+00,,2021/07/23 14:08:00+00,,,,,PD,1522,GBCC,,,,,,Bar X,,WF,FI,39.403,-109.0738,0.1,2021/07/21 22:44:00+00,{02F43D4C-17E0-4F6F-A425-C1770E5D9D23},,0,1,0,1,1,,304,,,,Grand,UTMFC,49019,BLM,UTMOD,,BLM,Federal,,,,,,,GB31,BLM,UTMOD,US-UT,Brush,SH7,,,,2021-UTMOD-000304,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/29 18:20:10+00,2021/07/21 22:48:46+00,{79ECF0A6-4C50-44F1-BB85-398FB7DDE002},0.001111124,-4.25E-08
13118,One O One,Wildfire Daily Fire Perimeter,GPS-Walked,12.62,2021/07/23 17:38:16+00,2021/08/05 23:42:00+00,2021/07/23 08:00:00+00,12.62245121,{40CE0FA5-07ED-437B-8913-8C54DEC1417F},2021 NIFS,,DEFAULT,,2021/07/22 23:00:00+00,2021/07/23 17:45:00+00,12.6,1,NDNDC,,,,,,,,,Natural,Lightning,,N6YN,,2021/07/22 17:29:59+00,,2021/07/23 17:51:59+00,,,,,PN,1522,NRCC,,,,,,One O One,,WF,FI,47.50961,-103.9949,,,{4A5DBD5A-5622-42F1-9F98-1C857CA5A6DB},,0,1,0,0,0,,210211,,,,McKenzie,NDNDC,38053,SFS,NDNDS,,State,Other,,,,,,,NR16,SFS,NDNDS,US-ND,Grass,GR2,,,,2021-NDNDS-210211,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/16 17:17:45+00,2021/07/23 17:59:16+00,{2C4A4C4A-E1ED-4AD0-859D-8E8188AAAD59},0.016261722,-6.10E-06
13119,Rock Creek ,Wildfire Daily Fire Perimeter,Mixed Methods,4.42,2021/07/25 02:27:36+00,2021/08/05 23:43:29+00,2021/07/24 08:00:00+00,4.42178378,{BA004D79-8739-4C2F-9BB2-18F933B68BCB},2021 NIFS,,DEFAULT,,2021/07/26 00:45:00+00,2021/08/08 21:00:00+00,4.4,0.1,WYCPC,,,,,,,,,Undetermined,,,N6UA,,2021/07/24 22:02:59+00,,2021/08/08 21:00:00+00,,,,,PD,1522,RMCC,,,,,,ROCK CREEK,,WF,FI,41.97395,-110.8774,4.4,2021/07/24 22:12:00+00,{B8295014-6913-42C2-A8B0-5D13E9507978},,0,1,0,0,0,,210422,,,,Lincoln,WYCPC,56023,BLM,WYKRD,,BLM,Federal,,,,,,,RM11,BLM,WYKRD,US-WY,Timber,TL5,,,,2021-WYKRD-210422,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/13 20:13:09+00,2021/07/25 02:33:25+00,{9B71F0C1-1908-4872-B63E-3D7BDE84DC96},0.008557404,-1.94E-06
13120,Arnott,Wildfire Daily Fire Perimeter,GPS-Walked,0.23,2021/07/23 01:38:38+00,2021/08/05 23:46:55+00,2021/07/22 08:00:00+00,0.226965165,{9A3303DC-0210-4730-A06E-61397A1FE281},2021 NIFS,,DEFAULT,,2021/07/22 23:09:00+00,,0.25,1,CASTCC,,,,,,,,,Undetermined,,,,,2021/07/20 17:03:32+00,,2021/08/29 21:59:59+00,,,,,,,OSCC,,,,,,ARNOT ,,WF,FI,38.42667,-119.7827,,,{DFE557AF-479A-4CFC-8499-76CD6F5F1734},,0,0,0,0,0,,1744,,,,Alpine,CASTCC,6003,FS,CASTF,,USFS,Federal,,,,,,,SC02,FS,CASTF,US-CA,,,,,,2021-CASTF-001744,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/29 22:08:28+00,2021/07/20 23:52:18+00,{5D5AB732-FB19-430D-8D1F-104EEFFB9114},0.001993188,-9.48E-08
13121,Copper,Wildfire Daily Fire Perimeter,Mixed Methods,0.13,2021/07/24 18:15:50+00,2021/08/12 20:51:16+00,2021/07/24 08:00:00+00,0.131428974,{2C8D2F03-B77A-4D91-9158-AA9EC163CDBF},2021 NIFS,,DEFAULT,,2021/07/25 17:15:00+00,2021/07/25 17:19:59+00,0.14,1,UTNUC,,,,,,,,,Natural,Lightning,,N6Q7,,2021/07/23 21:39:00+00,,2021/07/25 17:25:00+00,,,,,PD,1522,GBCC,,,,,,Copper,,WF,FI,41.02104,-114.0769,0.25,2021/07/23 22:18:00+00,{C5EE095C-44B2-45E6-8074-0AEFB764C9FF},,0,1,0,0,0,,595,,,,Box Elder,UTNUC,49003,BLM,UTSLD,,BLM,Federal,,,,,,,GB25,BLM,UTSLD,US-UT,Brush,SH5,,,,2021-UTSLD-000595,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/16 20:26:00+00,2021/07/24 00:05:43+00,{D146DECA-4EAA-474A-8515-2F50B4F6270E},0.00105566,-5.71E-08
13122,Stayawhile,Wildfire Daily Fire Perimeter,Mixed Methods,0.01,2021/07/22 00:57:39+00,2021/08/05 23:44:20+00,2021/07/21 08:00:00+00,0.007820919,{C6C74049-AD0F-41BC-91AF-E3F019FC54A9},2021 NIFS,EK2L,DEFAULT,,2021/07/22 02:12:00+00,,0.1,1,ORBMC,,,,,,,,,Natural,,,,,2021/07/21 22:36:50+00,,,,,,,P6,614,NWCC,,,,,,Stay-A-While,,WF,FI,46.05539,-117.8183,0.1,,{8D6F82A9-FFC5-4A8E-AB9E-13B09DEE7187},,0,0,0,0,0,,806,,,,Columbia,ORBMC,53013,FS,ORUMF,,USFS,Federal,,,,,,,NW11,FS,ORUMF,US-WA,,,,,,2021-ORUMF-000806,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/07/22 02:41:38+00,2021/07/22 00:14:05+00,{5DB6D60A-8DEC-43C4-AFF7-F68FD7F477C4},0.000338712,-3.68E-09
13123,Swamp Wells Trail,Wildfire Daily Fire Perimeter,Mixed Methods,59.4,2021/07/19 16:30:54+00,2021/08/05 23:51:16+00,2021/07/19 08:00:00+00,59.39790069,{24E95E76-6602-44D3-B162-E1DD25FE2269},2021 NIFS,,FIREREPORTING,61.7563,2021/07/22 02:15:00+00,2021/07/24 19:36:00+00,64,0.1,ORCOC,,,,,,,,,Human,,,N59X,,2021/07/19 00:10:00+00,,2021/09/22 19:54:00+00,,,,,P6,601,NWCC,,,,,,SWAMP WELLS TRAIL 0610 NE,,WF,FI,43.84858,-121.2159,64,,{AAEEBBC4-BD35-429D-865C-67AE525AFA76},,0,1,0,1,0,,610,,,,Deschutes,ORCOC,41017,FS,ORDEF,,USFS,Federal,,,,,,,NW07,FS,ORDEF,US-OR,,,,,,2021-ORDEF-000610,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2021/07/22 21:54:44+00,,IRWIN,,2021/09/22 20:01:35+00,2021/07/19 00:27:10+00,{4F34208B-8D7E-492B-990A-7ED0B635800F},0.032792789,-2.69E-05
13124,Deep Creek CA,Wildfire Daily Fire Perimeter,Mixed Methods,955.15,2021/07/20 23:47:47+00,2021/08/05 23:52:54+00,2021/07/20 08:00:00+00,955.1460266,{EC312B6C-0146-4889-83D9-915E27C9B1C5},2021 NIFS,,DEFAULT,,2021/07/21 00:01:59+00,2021/07/21 00:59:59+00,955.1,20,SDGPC,25000,,,2021/07/21 19:34:14+00,Active,Wind Driven Runs,Running,,Human,Equipment,Farming Equipment,N6FM,,2021/07/20 20:27:00+00,Type 4 Incident,2021/07/21 00:59:59+00,0,100,0,0,PN,1522,RMCC,2021/07/21 02:00:00+00,2021/07/20 20:29:59+00,2021/07/21 02:00:00+00,F,Type 4 IC,Deep Creek CA,"Near Hayes, SD",WF,FI,44.37219,-101.0209,,,{CCC57535-A49B-45AD-A33E-215787C88CC4},,0,1,0,0,0,0,210601,100,100,Hayes,Haakon,SDGPC,46055,,,,Private,Private,,,,,,,RM53,DWF,SDSDS,US-SD,,,Tall Grass (2.5 feet),Short Grass (1 foot),51,2021-SDSDS-210601,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/07/22 20:04:37+00,2021/07/21 00:09:45+00,{6E5D7622-9690-4920-AC8E-C129215F8B36},0.191253806,-0.00043675
13125,Lizard Fire,Wildfire Daily Fire Perimeter,GPS-Walked,0.02,2021/08/11 19:08:40+00,2021/08/11 19:08:40+00,2021/07/21 08:00:00+00,0.022619837,{13932090-79D0-48BE-8B7F-1EC8448A6C0A},FFP,EK1Y,CERTIFIED,,2021/07/21 23:56:00+00,2021/07/23 23:10:00+00,0.1,1,CALPCC,,,,2021/08/11 19:08:38+00,,,,,Human,Camping,Campfire,,,2021/07/21 02:28:01+00,,2021/07/26 21:45:00+00,,,,,P5,,OSCC,,,,,,Lizard,,WF,FI,34.50354,-119.8766,,2021/07/21 02:29:59+00,{446708C8-D6DD-4FE2-AA10-E2B44CBBC4B2},1,0,0,0,0,0,,1965,,,,Santa Barbara,CALPCC,6083,FS,CALPF,,USFS,Federal,,,,,,,SC08,FS,CALPF,US-CA,Brush,SH1,,,,2021-CALPF-001965,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/11 19:08:38+00,2021/07/21 03:11:04+00,{51DCE7FD-FC72-4DE7-946D-3899AF0DE9CF},0.000705488,-8.99E-09
13126,Valley,Wildfire Daily Fire Perimeter,Mixed Methods,1.76663344,2021/09/08 23:44:14+00,2021/09/08 23:44:14+00,,1.766626736,{A3BD02BA-8168-441E-B16B-1375F86EC030},FFP,,CERTIFIED,,2021/07/28 17:23:00+00,2021/07/28 23:10:00+00,1.7,1,NVSFC,,,,2021/09/08 23:43:55+00,,,,,Undetermined,Undetermined,,N62T,,2021/07/28 00:13:00+00,,2021/08/04 23:10:00+00,,,,,P4,417,GBCC,,,,,,Valley,,WF,FI,39.58176,-120.0187,,2021/07/28 00:20:00+00,{6D49E973-A575-469D-933F-6110F86A09A9},,0,1,0,0,0,,30526,,,,Sierra,NVSFC,6091,FS,NVHTF,,USFS,Federal,,,,,,,GB12,FS,NVHTF,US-CA,Timber,TU1,,,,2021-NVHTF-030526,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/08 23:43:55+00,2021/07/28 00:32:10+00,{8D402B45-CA9E-4928-A8A8-5097964CC066},0.003677206,-7.50E-07
13127,Emery Fire,Wildfire Daily Fire Perimeter,Mixed Methods,0.13,2021/07/20 19:09:32+00,2021/08/05 23:54:40+00,2021/07/20 08:00:00+00,0.134489921,{CE0FFBAF-FEC2-4977-A24A-DD94AE932D99},2021 NIFS,,CERTIFIED,,2021/07/13 03:30:00+00,2021/07/13 22:14:00+00,0.3,0.3,ORLFC,,,,2021/08/03 16:54:02+00,,,,,Natural,Lightning,,N5QZ,,2021/07/12 23:28:00+00,,2021/07/20 19:12:00+00,,,,,PD,1522,NWCC,,,,,,Emery,,WF,FI,43.12774,-121.0642,,2021/07/12 23:29:59+00,{0682CAD3-D9B2-4D2A-B491-6363937B9EBD},,0,1,0,0,0,,210330,,,,Lake,ORLFC,41037,BLM,ORLAD,,BLM,Federal,,,,,,,NW07,BLM,ORLAD,US-OR,Grass-Shrub,GS2,,,,2021-ORLAD-210330,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/03 16:54:03+00,2021/07/13 01:49:19+00,{84A57E55-0FC1-4D5D-8A5E-3A80C63DF0AE},0.003040864,-6.02E-08
13128,412-Little Applegate (Devils Knob Cpx),Wildfire Daily Fire Perimeter,Mixed Methods,127.7893809,2021/08/02 18:29:32+00,2021/09/02 18:09:56+00,2021/08/02 09:39:18+00,127.8911789,{394100B3-D9F9-4F69-9D8F-FA4B3FF38138},2021 NIFS,,ICS209,135.1692,,,128,0.1,ORRICC,,,,,,,,,Natural,,,N7NL,,2021/08/02 04:39:00+00,,,,,,,P6,615,NWCC,,,,,,Little Applegate ,,WF,FI,42.77888,-123.0163,70,,{E86B1139-F5CC-402F-97F9-C2DFE65D2ADF},,0,0,1,0,0,0,412,100,0,,Douglas,ORRICC,41019,FS,ORUPF,,USFS,Federal,,,,,,,NW04,FS,ORUPF,US-OR,,,,,,2021-ORUPF-000412,No Decision,wildcad,ics209,0,,,,IRWIN,,2021/09/09 00:01:31+00,2021/08/02 18:29:17+00,{6E8C5B66-395F-4017-A0C9-DCC0F47AF057},0.049285274,-5.69E-05
13129,East (River Complex),Wildfire Daily Fire Perimeter,Mixed Methods,0.1,2021/07/31 21:22:18+00,2021/08/10 20:18:03+00,2021/08/01 02:21:39+00,3.354890307,{ECB6C58B-20A0-4496-9CD6-43B4CD902D85},2021 NIFS,,ICS209,,,,0.1,0.1,CAYICC,,,,,,,,,Undetermined,,,,,2021/07/31 21:21:39+00,,,,,,,,,ONCC,,,,,,EAST,,WF,FI,41.272158,-123.05243,,,{D22C8350-BEC5-45EF-AB13-EDDC09202EF1},,0,0,0,0,0,0,6415,0,0,,Siskiyou,CAYICC,6093,FS,CAKNF,,USFS,Federal,,,,,,,NC04,FS,CAKNF,US-CA,,,,,,2021-CAKNF-006415,No Decision,cfcad,cfcad,0,,,,IRWIN,,2021/08/03 04:00:52+00,2021/07/31 21:22:08+00,{81FC065F-D091-4497-A02F-0990B54D796F},0.004283723,-1.46E-06
13130,Fish (River Complex),Wildfire Daily Fire Perimeter,Mixed Methods,0.1,2021/07/31 23:06:47+00,2021/08/10 20:18:03+00,2021/08/01 04:05:33+00,3.354890791,{FDDBF189-866B-4F3A-A15C-013734AB50C6},2021 NIFS,,ICS209,,,,0.1,0.1,CAYICC,,,,,,,,,Undetermined,,,,,2021/07/31 23:05:33+00,,,,,,,,,ONCC,,,,,,FISH,,WF,FI,41.211333,-122.959867,,,{36F5599C-1B09-46F6-AFFE-1A3D3173FDF3},,0,0,0,0,0,0,6421,100,,,Siskiyou,CAYICC,6093,FS,CAKNF,,USFS,Federal,,,,,,,NC04,FS,CAKNF,US-CA,,,,,,2021-CAKNF-006421,No Decision,cfcad,ics209,0,,,,IRWIN,,2021/09/09 00:49:22+00,2021/07/31 23:06:34+00,{D5A33E2E-419F-464D-B6F1-F7F4798DA114},0.004281764,-1.46E-06
